	fxns_by_genome	category	TG9	Cluster_3B	genomes_other	Cluster_3B_other	genomes_other_percent	Cluster_3B_other_percent	genomes_total_percent
Urease accessory protein UreE	55	Shell	0	0	55	0	42.6356589147287	0	38.1944444444444
ABC transporter ATP-binding protein YtrB	56	Shell	0	0	56	0	43.4108527131783	0	38.8888888888889
Deaminated glutathione amidase	56	Shell	0	1	55	1	42.6356589147287	7.14285714285714	38.8888888888889
Fatty acid metabolism regulator protein	56	Shell	0	2	54	2	41.8604651162791	14.2857142857143	38.8888888888889
L-cystine transport system permease protein YecS	56	Shell	1	15	41	14	31.7829457364341	100	38.8888888888889
Porin MspA	56	Shell	1	15	41	14	31.7829457364341	100	38.8888888888889
Proline dehydrogenase	56	Shell	0	0	56	0	43.4108527131783	0	38.8888888888889
Sensor histidine kinase RcsC	56	Shell	1	15	41	14	31.7829457364341	100	38.8888888888889
Taurine import ATP-binding protein TauB	56	Shell	0	0	56	0	43.4108527131783	0	38.8888888888889
Tetracycline repressor protein class B from transposon Tn10	56	Shell	0	0	56	0	43.4108527131783	0	38.8888888888889
Urocanate reductase	56	Shell	0	9	47	9	36.4341085271318	64.2857142857143	38.8888888888889
Biosynthetic peptidoglycan transglycosylase	57	Shell	1	15	42	14	32.5581395348837	100	39.5833333333333
Cytosine permease	57	Shell	0	0	57	0	44.1860465116279	0	39.5833333333333
Glyceraldehyde-3-phosphate dehydrogenase-like protein	57	Shell	1	15	42	14	32.5581395348837	100	39.5833333333333
putative manganese catalase	57	Shell	1	9	48	8	37.2093023255814	57.1428571428571	39.5833333333333
Sulfoacetaldehyde acetyltransferase	57	Shell	0	3	54	3	41.8604651162791	21.4285714285714	39.5833333333333
Esterase FrsA	58	Shell	0	2	56	2	43.4108527131783	14.2857142857143	40.2777777777778
Galactose/methyl galactoside import ATP-binding protein MglA	58	Shell	1	10	48	9	37.2093023255814	64.2857142857143	40.2777777777778
HTH-type transcriptional repressor CytR	58	Shell	1	8	50	7	38.7596899224806	50	40.2777777777778
Magnesium transporter MgtE	58	Shell	1	15	43	14	33.3333333333333	100	40.2777777777778
Multidrug resistance ABC transporter ATP-binding/permease protein BmrA	58	Shell	0	1	57	1	44.1860465116279	7.14285714285714	40.2777777777778
NAD-dependent glycerol dehydrogenase	58	Shell	0	4	54	4	41.8604651162791	28.5714285714286	40.2777777777778
Proline-responsive transcriptional activator PutR	58	Shell	0	0	58	0	44.9612403100775	0	40.2777777777778
Purine ribonucleoside efflux pump NepI	58	Shell	0	0	58	0	44.9612403100775	0	40.2777777777778
putative multidrug resistance protein EmrY	58	Shell	1	15	43	14	33.3333333333333	100	40.2777777777778
4-alpha-glucanotransferase	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
4-nitrophenol 4-monooxygenase/4-nitrocatechol 2-monooxygenase, reductase component	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
8-demethyl-8-aminoriboflavin-5'-phosphate synthase	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
Barbiturase	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
Calcium-transporting ATPase	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
Choline-sulfatase	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
Cobalt transport protein CbiM	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
DNA ligase B	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
Glutathione hydrolase proenzyme	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
Glycerate 2-kinase	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
HTH-type transcriptional regulator BenM	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
Inner membrane protein YqiK	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
Magnesium-transporting ATPase, P-type 1	59	Shell	0	0	59	0	45.7364341085271	0	40.9722222222222
Maltokinase	59	Shell	1	15	44	14	34.1085271317829	100	40.9722222222222
putative NADH-specific resorcinol 4-hydroxylase	59	Shell	1	7	52	6	40.3100775193798	42.8571428571429	40.9722222222222
Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase	59	Shell	0	2	57	2	44.1860465116279	14.2857142857143	40.9722222222222
Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	60	Shell	0	0	60	0	46.5116279069767	0	41.6666666666667
putative N-acetyltransferase YsnE	60	Shell	0	0	60	0	46.5116279069767	0	41.6666666666667
2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase	61	Shell	0	1	60	1	46.5116279069767	7.14285714285714	42.3611111111111
3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase	61	Shell	0	0	61	0	47.2868217054264	0	42.3611111111111
3-hydroxy-3-methylglutaryl-coenzyme A reductase	61	Shell	0	0	61	0	47.2868217054264	0	42.3611111111111
Cell shape-determining protein MreB	61	Shell	1	15	46	14	35.6589147286822	100	42.3611111111111
NAD-dependent methanol dehydrogenase	61	Shell	1	15	46	14	35.6589147286822	100	42.3611111111111
putative siderophore transport system permease protein YfiZ	61	Shell	1	15	46	14	35.6589147286822	100	42.3611111111111
Thiosulfate sulfurtransferase GlpE	61	Shell	0	0	61	0	47.2868217054264	0	42.3611111111111
Transcriptional regulatory protein TcrA	61	Shell	0	0	61	0	47.2868217054264	0	42.3611111111111
Carboxypeptidase G2	62	Shell	0	0	62	0	48.062015503876	0	43.0555555555556
Choloylglycine hydrolase	62	Shell	0	7	55	7	42.6356589147287	50	43.0555555555556
Flavin reductase	62	Shell	1	12	50	11	38.7596899224806	78.5714285714286	43.0555555555556
putative HTH-type transcriptional regulator YusO	62	Shell	1	15	47	14	36.4341085271318	100	43.0555555555556
Response regulator rcp1	62	Shell	1	15	47	14	36.4341085271318	100	43.0555555555556
Tripeptidyl aminopeptidase	62	Shell	0	0	62	0	48.062015503876	0	43.0555555555556
Tryptophan 2,3-dioxygenase	62	Shell	0	0	62	0	48.062015503876	0	43.0555555555556
(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase	63	Shell	0	2	61	2	47.2868217054264	14.2857142857143	43.75
2-oxo-tetronate isomerase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Cytochrome p450 CYP199A2	63	Shell	0	6	57	6	44.1860465116279	42.8571428571429	43.75
Kynureninase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
L-methionine sulfoximine/L-methionine sulfone acetyltransferase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
L-serine dehydratase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Mitomycin radical oxidase	63	Shell	1	10	53	9	41.0852713178295	64.2857142857143	43.75
Nitrile hydratase subunit beta	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Proline dehydrogenase 1	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Protein/nucleic acid deglycase 2	63	Shell	0	0	63	0	48.8372093023256	0	43.75
putative L-galactonate transporter	63	Shell	0	8	55	8	42.6356589147287	57.1428571428571	43.75
Putative niacin/nicotinamide transporter NaiP	63	Shell	1	15	48	14	37.2093023255814	100	43.75
putative succinyl-diaminopimelate desuccinylase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
RNA polymerase-binding transcription factor DksA	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Serine hydroxymethyltransferase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Transcriptional activator FeaR	63	Shell	0	2	61	2	47.2868217054264	14.2857142857143	43.75
Trehalose 2-sulfotransferase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Ulvan-active sulfatase	63	Shell	0	0	63	0	48.8372093023256	0	43.75
Alkyl hydroperoxide reductase AhpD	64	Shell	0	0	64	0	49.6124031007752	0	44.4444444444444
Amidase	64	Shell	0	1	63	1	48.8372093023256	7.14285714285714	44.4444444444444
Glycerol uptake facilitator protein	64	Shell	0	0	64	0	49.6124031007752	0	44.4444444444444
Nitrile hydratase subunit alpha	64	Shell	0	1	63	1	48.8372093023256	7.14285714285714	44.4444444444444
PTS system N-acetylglucosamine-specific EIIB component	64	Shell	0	0	64	0	49.6124031007752	0	44.4444444444444
Secreted effector protein PipB2	64	Shell	0	9	55	9	42.6356589147287	64.2857142857143	44.4444444444444
Sialic acid transporter NanT	64	Shell	0	0	64	0	49.6124031007752	0	44.4444444444444
3-oxoadipate CoA-transferase subunit A	65	Shell	1	15	50	14	38.7596899224806	100	45.1388888888889
Carnitine monooxygenase oxygenase subunit	65	Shell	0	4	61	4	47.2868217054264	28.5714285714286	45.1388888888889
HTH-type transcriptional activator CmpR	65	Shell	0	0	65	0	50.3875968992248	0	45.1388888888889
Petrobactin-binding protein YclQ	65	Shell	1	14	51	13	39.5348837209302	92.8571428571429	45.1388888888889
Putative thiamine pyrophosphate-containing protein YdaP	65	Shell	1	15	50	14	38.7596899224806	100	45.1388888888889
Sulfofructose kinase	65	Shell	0	0	65	0	50.3875968992248	0	45.1388888888889
4-hydroxythreonine-4-phosphate dehydrogenase	66	Shell	0	0	66	0	51.1627906976744	0	45.8333333333333
Mrr restriction system protein	66	Shell	1	15	51	14	39.5348837209302	100	45.8333333333333
Multidrug resistance protein MdtL	66	Shell	0	0	66	0	51.1627906976744	0	45.8333333333333
N-acetylmuramoyl-L-alanine amidase	66	Shell	0	0	66	0	51.1627906976744	0	45.8333333333333
Nickel transporter NixA	66	Shell	1	4	62	3	48.062015503876	21.4285714285714	45.8333333333333
Petrobactin import ATP-binding protein FatE	66	Shell	1	15	51	14	39.5348837209302	100	45.8333333333333
Petrobactin import system permease protein FatD	66	Shell	1	15	51	14	39.5348837209302	100	45.8333333333333
PTS system glucose-specific EIIA component	66	Shell	0	0	66	0	51.1627906976744	0	45.8333333333333
Threonine efflux protein	66	Shell	0	1	65	1	50.3875968992248	7.14285714285714	45.8333333333333
1-acyl-sn-glycerol-3-phosphate acyltransferase	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
2-hydroxyhexa-2,4-dienoate hydratase	67	Shell	0	1	66	1	51.1627906976744	7.14285714285714	46.5277777777778
3-oxoadipate CoA-transferase subunit B	67	Shell	1	15	52	14	40.3100775193798	100	46.5277777777778
Arginine decarboxylase	67	Shell	0	3	64	3	49.6124031007752	21.4285714285714	46.5277777777778
Gentisate 1,2-dioxygenase	67	Shell	0	10	57	10	44.1860465116279	71.4285714285714	46.5277777777778
Glucosamine-6-phosphate deaminase	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
HTH-type transcriptional regulator YodB	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
Iron import ATP-binding/permease protein IrtA	67	Shell	0	6	61	6	47.2868217054264	42.8571428571429	46.5277777777778
N-acetylglucosamine-6-phosphate deacetylase	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
Phenylacetaldoxime dehydratase	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
PTS system N-acetylglucosamine-specific EIIC component	67	Shell	0	0	67	0	51.937984496124	0	46.5277777777778
putative acyl-CoA dehydrogenase FadE10	67	Shell	1	15	52	14	40.3100775193798	100	46.5277777777778
2-amino-5-chloromuconic acid deaminase	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
2-halobenzoate 1,2-dioxygenase large subunit	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
2-halobenzoate 1,2-dioxygenase small subunit	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
3-alpha-hydroxysteroid dehydrogenase/carbonyl reductase	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
5-deoxy-glucuronate isomerase	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
Amino-acid carrier protein AlsT	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
Glutamate--methylamine ligase	68	Shell	1	11	57	10	44.1860465116279	71.4285714285714	47.2222222222222
H( )/Cl(-) exchange transporter ClcA	68	Shell	1	13	55	12	42.6356589147287	85.7142857142857	47.2222222222222
HTH-type transcriptional repressor DasR	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
Isopentenyl-diphosphate delta-isomerase	68	Shell	1	11	57	10	44.1860465116279	71.4285714285714	47.2222222222222
putative 3-hydroxybutyryl-CoA dehydrogenase	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
putative cation efflux system protein	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
Sortase SrtE1	68	Shell	0	0	68	0	52.7131782945736	0	47.2222222222222
Thermostable beta-glucosidase B	68	Shell	1	15	53	14	41.0852713178295	100	47.2222222222222
2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase	69	Shell	0	0	69	0	53.4883720930233	0	47.9166666666667
4-methylaminobutanoate oxidase (formaldehyde-forming)	69	Shell	1	11	58	10	44.9612403100775	71.4285714285714	47.9166666666667
5-dehydro-2-deoxygluconokinase	69	Shell	0	0	69	0	53.4883720930233	0	47.9166666666667
Cadmium-induced protein CadI	69	Shell	1	15	54	14	41.8604651162791	100	47.9166666666667
Citrate lyase subunit beta	69	Shell	0	4	65	4	50.3875968992248	28.5714285714286	47.9166666666667
Cysteine protease StiP	69	Shell	1	13	56	12	43.4108527131783	85.7142857142857	47.9166666666667
Demethylphylloquinone reductase NdbB	69	Shell	0	0	69	0	53.4883720930233	0	47.9166666666667
Inosose dehydratase	69	Shell	0	0	69	0	53.4883720930233	0	47.9166666666667
Iron import ATP-binding/permease protein IrtB	69	Shell	1	7	62	6	48.062015503876	42.8571428571429	47.9166666666667
putative trans-aconitate 2-methyltransferase	69	Shell	0	0	69	0	53.4883720930233	0	47.9166666666667
RutC family protein YjgH	69	Shell	1	10	59	9	45.7364341085271	64.2857142857143	47.9166666666667
Agmatine deiminase	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
Anti-sigma-M factor RsmA	70	Shell	1	15	55	14	42.6356589147287	100	48.6111111111111
DNA-binding transcriptional activator DecR	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
L-lactate permease	70	Shell	1	15	55	14	42.6356589147287	100	48.6111111111111
Multidrug resistance protein EbrB	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
Multidrug transporter	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
Nitric oxide synthase oxygenase	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
Phenazine antibiotic resistance protein EhpR	70	Shell	1	13	57	12	44.1860465116279	85.7142857142857	48.6111111111111
putative metallo-hydrolase YflN	70	Shell	1	15	55	14	42.6356589147287	100	48.6111111111111
Putative prophage phiRv2 integrase	70	Shell	0	7	63	7	48.8372093023256	50	48.6111111111111
Putative ribosomal N-acetyltransferase YdaF	70	Shell	0	0	70	0	54.2635658914729	0	48.6111111111111
Pyrethroid hydrolase	70	Shell	1	12	58	11	44.9612403100775	78.5714285714286	48.6111111111111
2-nitroimidazole transporter	71	Shell	0	0	71	0	55.0387596899225	0	49.3055555555556
Aldo-keto reductase YhdN	71	Shell	0	0	71	0	55.0387596899225	0	49.3055555555556
Carbon monoxide dehydrogenase large chain	71	Shell	1	15	56	14	43.4108527131783	100	49.3055555555556
Carbon monoxide dehydrogenase medium chain	71	Shell	1	15	56	14	43.4108527131783	100	49.3055555555556
Carbon monoxide dehydrogenase small chain	71	Shell	1	15	56	14	43.4108527131783	100	49.3055555555556
Gas vesicle structural protein	71	Shell	1	15	56	14	43.4108527131783	100	49.3055555555556
Leucine efflux protein	71	Shell	0	0	71	0	55.0387596899225	0	49.3055555555556
Tol-Pal system protein TolB	71	Shell	0	1	70	1	54.2635658914729	7.14285714285714	49.3055555555556
ATP-dependent RecD-like DNA helicase	72	Shell	0	11	61	11	47.2868217054264	78.5714285714286	50
HTH-type transcriptional repressor GlaR	72	Shell	0	7	65	7	50.3875968992248	50	50
Multifunctional non-homologous end joining protein LigD	72	Shell	1	15	57	14	44.1860465116279	100	50
N-(5'-phosphoribosyl)anthranilate isomerase	72	Shell	1	15	57	14	44.1860465116279	100	50
Petrobactin import ATP-binding protein FpuC	72	Shell	0	4	68	4	52.7131782945736	28.5714285714286	50
putative malonic semialdehyde reductase RutE	72	Shell	0	0	72	0	55.8139534883721	0	50
Trehalose-2-sulfate acyltransferase papA2	72	Shell	0	0	72	0	55.8139534883721	0	50
2-hydroxy-6-oxo-2,4-heptadienoate hydrolase	73	Shell	0	7	66	7	51.1627906976744	50	50.6944444444444
4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
Iron-uptake system permease protein FeuC	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
L-asparagine permease 1	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
Phosphoenolpyruvate synthase	73	Shell	1	15	58	14	44.9612403100775	100	50.6944444444444
Plastocyanin	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
Polyphosphate:ADP phosphotransferase 3	73	Shell	0	5	68	5	52.7131782945736	35.7142857142857	50.6944444444444
Putative ATP-dependent 6-phosphofructokinase isozyme 2	73	Shell	1	15	58	14	44.9612403100775	100	50.6944444444444
putative D-xylose utilization operon transcriptional repressor	73	Shell	0	8	65	8	50.3875968992248	57.1428571428571	50.6944444444444
putative HTH-type transcriptional regulator YxaF	73	Shell	0	3	70	3	54.2635658914729	21.4285714285714	50.6944444444444
putative L-asparaginase	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
putative protein YehL	73	Shell	1	15	58	14	44.9612403100775	100	50.6944444444444
tRNA-Cys(gca)	73	Shell	0	0	73	0	56.5891472868217	0	50.6944444444444
(3S)-malyl-CoA thioesterase	74	Shell	0	2	72	2	55.8139534883721	14.2857142857143	51.3888888888889
1,2-phenylacetyl-CoA epoxidase, subunit C	74	Shell	0	0	74	0	57.3643410852713	0	51.3888888888889
2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX	74	Shell	0	4	70	4	54.2635658914729	28.5714285714286	51.3888888888889
Aspartate ammonia-lyase	74	Shell	0	0	74	0	57.3643410852713	0	51.3888888888889
Glutathione-regulated potassium-efflux system ancillary protein KefF	74	Shell	0	0	74	0	57.3643410852713	0	51.3888888888889
HTH-type transcriptional repressor ComR	74	Shell	0	2	72	2	55.8139534883721	14.2857142857143	51.3888888888889
Nitrate reductase alpha subunit	74	Shell	1	15	59	14	45.7364341085271	100	51.3888888888889
Nitrate reductase-like protein NarX	74	Shell	1	15	59	14	45.7364341085271	100	51.3888888888889
Putative transport protein YhhT	74	Shell	0	0	74	0	57.3643410852713	0	51.3888888888889
Respiratory nitrate reductase 2 beta chain	74	Shell	1	15	59	14	45.7364341085271	100	51.3888888888889
1,2-phenylacetyl-CoA epoxidase, subunit A	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
1,2-phenylacetyl-CoA epoxidase, subunit E	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	75	Shell	0	2	73	2	56.5891472868217	14.2857142857143	52.0833333333333
Acetylornithine deacetylase	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
Acyl-coenzyme A thioesterase PaaI	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
Aldehyde dehydrogenase, thermostable	75	Shell	1	15	60	14	46.5116279069767	100	52.0833333333333
Calcium-transporting ATPase 1	75	Shell	0	6	69	6	53.4883720930233	42.8571428571429	52.0833333333333
Putative 1,2-phenylacetyl-CoA epoxidase, subunit D	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
Putative ABC transporter substrate-binding lipoprotein YhfQ	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
putative acrylyl-CoA reductase AcuI	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
putative enoyl-CoA hydratase echA12	75	Shell	0	6	69	6	53.4883720930233	42.8571428571429	52.0833333333333
Putative monooxygenase MoxC	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
SL659 acyltransferase papA1	75	Shell	0	0	75	0	58.1395348837209	0	52.0833333333333
6,7-dimethyl-8-ribityllumazine synthase 2	76	Shell	1	15	61	14	47.2868217054264	100	52.7777777777778
Aclacinomycin methylesterase RdmC	76	Shell	1	14	62	13	48.062015503876	92.8571428571429	52.7777777777778
C4-dicarboxylate transport protein 2	76	Shell	0	1	75	1	58.1395348837209	7.14285714285714	52.7777777777778
D-arabitol-phosphate dehydrogenase	76	Shell	0	8	68	8	52.7131782945736	57.1428571428571	52.7777777777778
Fructose import ATP-binding protein FrcA	76	Shell	0	0	76	0	58.9147286821705	0	52.7777777777778
Metal cation efflux system protein CzcD	76	Shell	0	7	69	7	53.4883720930233	50	52.7777777777778
O-acetyl-ADP-ribose deacetylase	76	Shell	1	15	61	14	47.2868217054264	100	52.7777777777778
Oleandomycin glycosyltransferase	76	Shell	0	0	76	0	58.9147286821705	0	52.7777777777778
Transcriptional activator NphR	76	Shell	1	9	67	8	51.937984496124	57.1428571428571	52.7777777777778
Transcriptional regulator SlyA	76	Shell	0	0	76	0	58.9147286821705	0	52.7777777777778
Oxygen sensor histidine kinase response regulator DevS/DosS	77	Shell	0	0	77	0	59.6899224806202	0	53.4722222222222
putative protein YhaZ	77	Shell	0	0	77	0	59.6899224806202	0	53.4722222222222
Redox- and pH-responsive transcriptional regulator WhiB3	77	Shell	0	0	77	0	59.6899224806202	0	53.4722222222222
Succinyl-CoA--L-malate CoA-transferase alpha subunit	77	Shell	0	1	76	1	58.9147286821705	7.14285714285714	53.4722222222222
4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)	78	Shell	1	15	63	14	48.8372093023256	100	54.1666666666667
Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha	78	Shell	0	2	76	2	58.9147286821705	14.2857142857143	54.1666666666667
Carbazole 1,9a-dioxygenase, terminal oxygenase component CarAa	78	Shell	0	6	72	6	55.8139534883721	42.8571428571429	54.1666666666667
D-aminoacyl-tRNA deacylase	78	Shell	1	15	63	14	48.8372093023256	100	54.1666666666667
Dibenzothiophene desulfurization enzyme C	78	Shell	0	1	77	1	59.6899224806202	7.14285714285714	54.1666666666667
Dimethyl-sulfide monooxygenase	78	Shell	0	2	76	2	58.9147286821705	14.2857142857143	54.1666666666667
GDP-mannose 4,6-dehydratase	78	Shell	0	4	74	4	57.3643410852713	28.5714285714286	54.1666666666667
Glyoxylate/hydroxypyruvate reductase A	78	Shell	1	15	63	14	48.8372093023256	100	54.1666666666667
Hydroxymethylglutaryl-CoA lyase YngG	78	Shell	0	2	76	2	58.9147286821705	14.2857142857143	54.1666666666667
Isonitrile hydratase	78	Shell	0	4	74	4	57.3643410852713	28.5714285714286	54.1666666666667
NAD(P)H azoreductase	78	Shell	0	2	76	2	58.9147286821705	14.2857142857143	54.1666666666667
Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	78	Shell	1	15	63	14	48.8372093023256	100	54.1666666666667
sugar efflux transporter	78	Shell	0	1	77	1	59.6899224806202	7.14285714285714	54.1666666666667
Tryptophan-rich protein TspO	78	Shell	1	15	63	14	48.8372093023256	100	54.1666666666667
Aurachin C monooxygenase/isomerase	79	Shell	1	15	64	14	49.6124031007752	100	54.8611111111111
Chloramphenicol efflux pump	79	Shell	0	6	73	6	56.5891472868217	42.8571428571429	54.8611111111111
L-allo-threonine aldolase	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
L-threonine ammonia-lyase	79	Shell	0	3	76	3	58.9147286821705	21.4285714285714	54.8611111111111
Linear gramicidin synthase subunit D	79	Shell	1	12	67	11	51.937984496124	78.5714285714286	54.8611111111111
N-ethylmaleimide reductase	79	Shell	1	15	64	14	49.6124031007752	100	54.8611111111111
N(5)-(carboxyethyl)ornithine synthase	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
putative ABC transporter ATP-binding protein YadG	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
putative soluble pyridine nucleotide transhydrogenase	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
Ribose import permease protein RbsC	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
RNA polymerase sigma factor CnrH	79	Shell	0	0	79	0	61.2403100775194	0	54.8611111111111
Alkyl hydroperoxide reductase subunit F	80	Shell	1	15	65	14	50.3875968992248	100	55.5555555555556
Ectoine dioxygenase	80	Shell	1	15	65	14	50.3875968992248	100	55.5555555555556
Gluconate 5-dehydrogenase	80	Shell	1	15	65	14	50.3875968992248	100	55.5555555555556
putative ABC transporter ATP-binding protein YbiT	80	Shell	0	1	79	1	61.2403100775194	7.14285714285714	55.5555555555556
putative ABC transporter permease protein	80	Shell	0	1	79	1	61.2403100775194	7.14285714285714	55.5555555555556
Tryptophan 2-monooxygenase	80	Shell	0	0	80	0	62.015503875969	0	55.5555555555556
Catechol O-methyltransferase	81	Shell	1	15	66	14	51.1627906976744	100	56.25
Guanidinobutyrase	81	Shell	0	1	80	1	62.015503875969	7.14285714285714	56.25
L-lactate dehydrogenase 2	81	Shell	1	15	66	14	51.1627906976744	100	56.25
Putative NAD(P)H nitroreductase acg	81	Shell	0	0	81	0	62.7906976744186	0	56.25
Putrescine oxidase	81	Shell	0	0	81	0	62.7906976744186	0	56.25
Trehalose-phosphate phosphatase	81	Shell	1	15	66	14	51.1627906976744	100	56.25
Alkane 1-monooxygenase 1	82	Shell	1	15	67	14	51.937984496124	100	56.9444444444444
Bifunctional protein PaaZ	82	Shell	0	1	81	1	62.7906976744186	7.14285714285714	56.9444444444444
Diacylglycerol acyltransferase/mycolyltransferase Ag85B	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Gnt-II system L-idonate transporter	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
HTH-type transcriptional regulator KmtR	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Putative 2-aminoethylphosphonate transport system permease protein PhnU	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Putative 2-aminoethylphosphonate transport system permease protein PhnV	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Putative 2-aminoethylphosphonate-binding periplasmic protein	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
putative acetyl-CoA acyltransferase	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Putrescine importer PuuP	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Sensor histidine kinase DesK	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
tRNA-Arg(tct)	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
Uridine kinase	82	Shell	0	0	82	0	63.5658914728682	0	56.9444444444444
2'-hydroxybiphenyl-2-sulfinate desulfinase	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
Flavin-dependent monooxygenase	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
Gamma-aminobutyraldehyde dehydrogenase	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
HTH-type transcriptional repressor PurR	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
N-acetylglucosamine repressor	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
Tuberculostearic acid methyltransferase UfaA1	83	Shell	0	0	83	0	64.3410852713178	0	57.6388888888889
2,3-bisphosphoglycerate-independent phosphoglycerate mutase	84	Shell	0	5	79	5	61.2403100775194	35.7142857142857	58.3333333333333
